"family","setting","estimand","n","batch","base_seed","replicate","p_value","legacy_ks_threshold","legacy_quantile_threshold"
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,9,0.1225,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,10,0.1125,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,11,0.89,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,12,0.585,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,13,0.185,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,14,0.3525,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,15,0.8275,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,16,0.115,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,17,0.7275,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,18,0.1125,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,19,0.4525,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,20,0.385,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,21,0.065,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,22,0.4375,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,23,0.5225,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,24,0.935,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,25,0.275,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,26,0.6125,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,27,0.635,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,28,0.22,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,29,0.65,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,30,0.5225,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,31,0.6875,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,32,0.625,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,33,0.1475,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,34,0.4275,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,35,0.815,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,36,0.5975,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,37,0.99,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,38,0.7375,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,39,0.0775,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,40,0.605,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,41,0.4675,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,42,0.6175,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,43,0.6775,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,44,0.66,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,45,0.545,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,46,0.3825,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,47,0.005,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,48,0.4875,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,49,0.89,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,50,0.7375,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,51,0.765,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,52,0.7925,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,53,0.1275,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,54,0.2875,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,55,0.7425,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,56,0.9975,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,57,0.67,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,58,0.87,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,59,0.445,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,60,0.1925,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,61,0.02,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,62,0.7775,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,63,0.5875,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,64,0.05,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,65,0.9375,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,66,0.65,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,67,0.845,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,68,0.605,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,69,0.095,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,70,0.495,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,71,0.3475,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,72,0.68,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,73,0.29,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,74,0.505,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,75,0.5775,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,76,0.4725,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,77,0.3675,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,78,0.935,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,79,0.7475,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,80,0.9675,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,81,0.5875,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,82,0.7725,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,83,0.57,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,84,0.5,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,85,0.305,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,86,0.515,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,87,0.6825,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,88,0.5,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,89,0.1775,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,90,0.7525,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,91,0.0275,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,92,0.9175,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,93,0.7825,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,94,0.3675,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,95,0.6375,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,96,0.5925,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,97,0.4925,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,98,0.055,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,99,0.615,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,1,1100800,100,0.6525,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,1,0.08,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,2,0.2625,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,3,0.9725,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,4,0.36,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,5,0.575,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,6,0.4525,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,7,0.2,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,8,0.78,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,9,0.055,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,10,0.4225,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,11,0.9325,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,12,0.8,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,13,0.5575,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,14,0.93,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,15,0.6125,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,16,0.185,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,17,0.8875,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,18,0.5425,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,19,0.3325,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,20,0.6175,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,21,0.025,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,22,0.6075,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,23,0.1575,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,24,0.8625,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,25,0.4625,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,26,0.415,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,27,0.955,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,28,0.305,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,29,0.2925,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,30,0.8425,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,31,0.085,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,32,0.8375,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,33,0.095,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,34,0.105,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,35,0.335,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,36,0.9875,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,37,0.1675,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,38,0.13,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,39,0.08,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,40,0.74,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,41,0.3975,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,42,0.13,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,43,0.42,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,44,0.99,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,45,0.85,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,46,0.2025,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,47,0.015,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,48,0.945,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,49,0.9625,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,50,0.5025,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,51,0.14,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,52,0.7025,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,53,0.45,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,54,0.515,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,55,0.36,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,56,0.7025,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,57,0.675,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,58,0.9825,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,59,0.775,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,60,0.0825,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,61,0.3175,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,62,0.575,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,63,0.155,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,64,0.625,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,65,0.77,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,66,0.3,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,67,0.8975,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,68,0.6225,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,69,0.6325,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,70,0.425,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,71,0.0275,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,72,0.6,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,73,0.6175,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,74,0.45,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,75,0.955,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,76,0.8925,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,77,0.5475,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,78,0.6025,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,79,0.295,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,80,0.7225,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,81,0.0525,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,82,0.5025,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,83,0.9375,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,84,0.7925,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,85,0.7175,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,86,0.245,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,87,0.5725,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,88,0.515,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,89,0.485,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,90,0.245,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,91,0.17,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,92,0.955,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,93,0.2375,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,94,0.2075,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,95,0.4225,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,96,0.28,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,97,0.8925,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,98,0.1475,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,99,0.5175,0.05,0.09
"between_freedman_lane","diagnostic_n80","group:trait",80,1,1100800,100,0.325,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,1,0.0425,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,2,0.2075,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,3,0.7625,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,4,0.075,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,5,0.2525,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,6,0.19,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,7,0.8075,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,8,0.44,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,9,0.0875,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,10,0.5325,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,11,0.715,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,12,0.33,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,13,0.4725,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,14,0.3575,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,15,0.5225,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,16,0.3,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,17,0.6275,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,18,0.415,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,19,0.0975,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,20,0.9225,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,21,0.2225,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,22,0.2875,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,23,0.815,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,24,0.7725,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,25,0.795,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,26,0.905,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,27,0.67,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,28,0.985,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,29,0.2525,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,30,0.5875,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,31,0.495,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,32,0.3925,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,33,0.6725,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,34,0.995,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,35,0.705,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,36,0.1925,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,37,0.195,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,38,0.03,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,39,0.1,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,40,0.8625,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,41,0.9,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,42,0.415,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,43,0.085,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,44,0.5025,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,45,0.38,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,46,0.0875,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,47,0.76,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,48,0.9725,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,49,0.355,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,50,0.1425,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,51,0.12,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,52,0.9325,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,53,0.805,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,54,0.185,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,55,0.395,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,56,0.3075,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,57,0.9725,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,58,0.435,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,59,0.2425,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,60,0.295,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,61,0.25,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,62,0.19,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,63,0.4225,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,64,0.095,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,65,0.2675,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,66,0.9775,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,67,0.5025,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,68,0.2475,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,69,0.695,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,70,0.2325,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,71,0.1225,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,72,0.8375,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,73,0.1225,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,74,0.4075,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,75,0.53,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,76,0.97,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,77,0.065,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,78,0.4825,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,79,0.9375,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,80,0.4825,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,81,0.14,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,82,0.635,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,83,0.98,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,84,0.755,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,85,0.1125,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,86,0.145,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,87,0.835,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,88,0.085,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,89,0.33,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,90,0.2075,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,91,0.395,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,92,0.0425,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,93,0.22,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,94,0.22,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,95,0.925,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,96,0.4825,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,97,0.73,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,98,0.49,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,99,0.4075,0.05,0.09
"between_freedman_lane","diagnostic_n80","group",80,2,1200800,100,0.6175,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,1,0.7425,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,2,0.275,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,3,0.9725,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,4,0.0575,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,5,0.47,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,6,0.745,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,7,0.1425,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,8,0.81,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,9,0.28,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,10,0.97,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,11,0.9675,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,12,0.425,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,13,0.51,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,14,0.03,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,15,0.2,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,16,0.72,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,17,0.93,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,18,0.1075,0.05,0.09
"between_freedman_lane","diagnostic_n80","trait",80,2,1200800,19,0.2725,0.05,0.09
