"arm","error","term","method","batch","replicate","data_seed","resample_seed","n","p_features","rank","B","p","reject_005"
"skew_global_null","skew","trait","rotation",3,92,4900092,4952092,20,24,2,399,0.46,FALSE
"skew_global_null","skew","group:trait","rotation",3,92,4900092,4953092,20,24,2,399,0.2575,FALSE
"skew_global_null","skew","group","rotation",3,93,4900093,4951093,20,24,2,399,0.6475,FALSE
"skew_global_null","skew","trait","rotation",3,93,4900093,4952093,20,24,2,399,0.8275,FALSE
"skew_global_null","skew","group:trait","rotation",3,93,4900093,4953093,20,24,2,399,0.8575,FALSE
"skew_global_null","skew","group","rotation",3,94,4900094,4951094,20,24,2,399,0.8175,FALSE
"skew_global_null","skew","trait","rotation",3,94,4900094,4952094,20,24,2,399,0.73,FALSE
"skew_global_null","skew","group:trait","rotation",3,94,4900094,4953094,20,24,2,399,0.7175,FALSE
"skew_global_null","skew","group","rotation",3,95,4900095,4951095,20,24,2,399,0.88,FALSE
"skew_global_null","skew","trait","rotation",3,95,4900095,4952095,20,24,2,399,0.9325,FALSE
"skew_global_null","skew","group:trait","rotation",3,95,4900095,4953095,20,24,2,399,0.6475,FALSE
"skew_global_null","skew","group","rotation",3,96,4900096,4951096,20,24,2,399,0.4125,FALSE
"skew_global_null","skew","trait","rotation",3,96,4900096,4952096,20,24,2,399,0.315,FALSE
"skew_global_null","skew","group:trait","rotation",3,96,4900096,4953096,20,24,2,399,0.7,FALSE
"skew_global_null","skew","group","rotation",3,97,4900097,4951097,20,24,2,399,0.005,TRUE
"skew_global_null","skew","trait","rotation",3,97,4900097,4952097,20,24,2,399,0.78,FALSE
"skew_global_null","skew","group:trait","rotation",3,97,4900097,4953097,20,24,2,399,0.835,FALSE
"skew_global_null","skew","group","rotation",3,98,4900098,4951098,20,24,2,399,0.985,FALSE
"skew_global_null","skew","trait","rotation",3,98,4900098,4952098,20,24,2,399,0.055,FALSE
"skew_global_null","skew","group:trait","rotation",3,98,4900098,4953098,20,24,2,399,0.075,FALSE
"skew_global_null","skew","group","rotation",3,99,4900099,4951099,20,24,2,399,0.9575,FALSE
"skew_global_null","skew","trait","rotation",3,99,4900099,4952099,20,24,2,399,0.7075,FALSE
"skew_global_null","skew","group:trait","rotation",3,99,4900099,4953099,20,24,2,399,0.7275,FALSE
"skew_global_null","skew","group","rotation",3,100,4900100,4951100,20,24,2,399,0.865,FALSE
"skew_global_null","skew","trait","rotation",3,100,4900100,4952100,20,24,2,399,0.49,FALSE
"skew_global_null","skew","group:trait","rotation",3,100,4900100,4953100,20,24,2,399,0.65,FALSE
"skew_global_null","skew","group","rotation",4,1,5000001,5051001,20,24,2,399,0.88,FALSE
"skew_global_null","skew","trait","rotation",4,1,5000001,5052001,20,24,2,399,0.3375,FALSE
"skew_global_null","skew","group:trait","rotation",4,1,5000001,5053001,20,24,2,399,0.5225,FALSE
"skew_global_null","skew","group","rotation",4,2,5000002,5051002,20,24,2,399,0.7975,FALSE
"skew_global_null","skew","trait","rotation",4,2,5000002,5052002,20,24,2,399,0.42,FALSE
"skew_global_null","skew","group:trait","rotation",4,2,5000002,5053002,20,24,2,399,0.0825,FALSE
"skew_global_null","skew","group","rotation",4,3,5000003,5051003,20,24,2,399,0.12,FALSE
"skew_global_null","skew","trait","rotation",4,3,5000003,5052003,20,24,2,399,0.195,FALSE
"skew_global_null","skew","group:trait","rotation",4,3,5000003,5053003,20,24,2,399,0.2375,FALSE
"skew_global_null","skew","group","rotation",4,4,5000004,5051004,20,24,2,399,0.9775,FALSE
"skew_global_null","skew","trait","rotation",4,4,5000004,5052004,20,24,2,399,0.9725,FALSE
"skew_global_null","skew","group:trait","rotation",4,4,5000004,5053004,20,24,2,399,0.455,FALSE
"skew_global_null","skew","group","rotation",4,5,5000005,5051005,20,24,2,399,0.4225,FALSE
"skew_global_null","skew","trait","rotation",4,5,5000005,5052005,20,24,2,399,0.8075,FALSE
"skew_global_null","skew","group:trait","rotation",4,5,5000005,5053005,20,24,2,399,0.41,FALSE
"skew_global_null","skew","group","rotation",4,6,5000006,5051006,20,24,2,399,0.5625,FALSE
"skew_global_null","skew","trait","rotation",4,6,5000006,5052006,20,24,2,399,0.1875,FALSE
"skew_global_null","skew","group:trait","rotation",4,6,5000006,5053006,20,24,2,399,0.15,FALSE
"skew_global_null","skew","group","rotation",4,7,5000007,5051007,20,24,2,399,0.57,FALSE
"skew_global_null","skew","trait","rotation",4,7,5000007,5052007,20,24,2,399,0.5775,FALSE
"skew_global_null","skew","group:trait","rotation",4,7,5000007,5053007,20,24,2,399,0.315,FALSE
"skew_global_null","skew","group","rotation",4,8,5000008,5051008,20,24,2,399,0.095,FALSE
"skew_global_null","skew","trait","rotation",4,8,5000008,5052008,20,24,2,399,0.0275,TRUE
"skew_global_null","skew","group:trait","rotation",4,8,5000008,5053008,20,24,2,399,0.0925,FALSE
"skew_global_null","skew","group","rotation",4,9,5000009,5051009,20,24,2,399,0.5375,FALSE
"skew_global_null","skew","trait","rotation",4,9,5000009,5052009,20,24,2,399,0.095,FALSE
"skew_global_null","skew","group:trait","rotation",4,9,5000009,5053009,20,24,2,399,0.04,TRUE
"skew_global_null","skew","group","rotation",4,10,5000010,5051010,20,24,2,399,0.7,FALSE
"skew_global_null","skew","trait","rotation",4,10,5000010,5052010,20,24,2,399,0.4275,FALSE
"skew_global_null","skew","group:trait","rotation",4,10,5000010,5053010,20,24,2,399,0.54,FALSE
"skew_global_null","skew","group","rotation",4,11,5000011,5051011,20,24,2,399,0.665,FALSE
"skew_global_null","skew","trait","rotation",4,11,5000011,5052011,20,24,2,399,0.665,FALSE
"skew_global_null","skew","group:trait","rotation",4,11,5000011,5053011,20,24,2,399,0.93,FALSE
"skew_global_null","skew","group","rotation",4,12,5000012,5051012,20,24,2,399,0.275,FALSE
"skew_global_null","skew","trait","rotation",4,12,5000012,5052012,20,24,2,399,0.945,FALSE
"skew_global_null","skew","group:trait","rotation",4,12,5000012,5053012,20,24,2,399,0.3375,FALSE
"skew_global_null","skew","group","rotation",4,13,5000013,5051013,20,24,2,399,0.4525,FALSE
"skew_global_null","skew","trait","rotation",4,13,5000013,5052013,20,24,2,399,0.4425,FALSE
"skew_global_null","skew","group:trait","rotation",4,13,5000013,5053013,20,24,2,399,0.2175,FALSE
"skew_global_null","skew","group","rotation",4,14,5000014,5051014,20,24,2,399,0.4175,FALSE
"skew_global_null","skew","trait","rotation",4,14,5000014,5052014,20,24,2,399,0.005,TRUE
"skew_global_null","skew","group:trait","rotation",4,14,5000014,5053014,20,24,2,399,0.01,TRUE
"skew_global_null","skew","group","rotation",4,15,5000015,5051015,20,24,2,399,0.1525,FALSE
"skew_global_null","skew","trait","rotation",4,15,5000015,5052015,20,24,2,399,0.905,FALSE
"skew_global_null","skew","group:trait","rotation",4,15,5000015,5053015,20,24,2,399,0.1375,FALSE
"skew_global_null","skew","group","rotation",4,16,5000016,5051016,20,24,2,399,0.42,FALSE
"skew_global_null","skew","trait","rotation",4,16,5000016,5052016,20,24,2,399,0.905,FALSE
"skew_global_null","skew","group:trait","rotation",4,16,5000016,5053016,20,24,2,399,0.135,FALSE
"skew_global_null","skew","group","rotation",4,17,5000017,5051017,20,24,2,399,0.8575,FALSE
"skew_global_null","skew","trait","rotation",4,17,5000017,5052017,20,24,2,399,0.725,FALSE
"skew_global_null","skew","group:trait","rotation",4,17,5000017,5053017,20,24,2,399,0.1575,FALSE
"skew_global_null","skew","group","rotation",4,18,5000018,5051018,20,24,2,399,0.575,FALSE
"skew_global_null","skew","trait","rotation",4,18,5000018,5052018,20,24,2,399,0.81,FALSE
"skew_global_null","skew","group:trait","rotation",4,18,5000018,5053018,20,24,2,399,0.0575,FALSE
"skew_global_null","skew","group","rotation",4,19,5000019,5051019,20,24,2,399,0.685,FALSE
"skew_global_null","skew","trait","rotation",4,19,5000019,5052019,20,24,2,399,0.605,FALSE
"skew_global_null","skew","group:trait","rotation",4,19,5000019,5053019,20,24,2,399,0.6125,FALSE
"skew_global_null","skew","group","rotation",4,20,5000020,5051020,20,24,2,399,0.71,FALSE
"skew_global_null","skew","trait","rotation",4,20,5000020,5052020,20,24,2,399,0.915,FALSE
"skew_global_null","skew","group:trait","rotation",4,20,5000020,5053020,20,24,2,399,0.965,FALSE
"skew_global_null","skew","group","rotation",4,21,5000021,5051021,20,24,2,399,0.8825,FALSE
"skew_global_null","skew","trait","rotation",4,21,5000021,5052021,20,24,2,399,0.955,FALSE
"skew_global_null","skew","group:trait","rotation",4,21,5000021,5053021,20,24,2,399,0.4725,FALSE
"skew_global_null","skew","group","rotation",4,22,5000022,5051022,20,24,2,399,0.425,FALSE
"skew_global_null","skew","trait","rotation",4,22,5000022,5052022,20,24,2,399,0.035,TRUE
"skew_global_null","skew","group:trait","rotation",4,22,5000022,5053022,20,24,2,399,0.1225,FALSE
"skew_global_null","skew","group","rotation",4,23,5000023,5051023,20,24,2,399,0.77,FALSE
"skew_global_null","skew","trait","rotation",4,23,5000023,5052023,20,24,2,399,0.4,FALSE
"skew_global_null","skew","group:trait","rotation",4,23,5000023,5053023,20,24,2,399,0.395,FALSE
"skew_global_null","skew","group","rotation",4,24,5000024,5051024,20,24,2,399,0.415,FALSE
"skew_global_null","skew","trait","rotation",4,24,5000024,5052024,20,24,2,399,0.07,FALSE
"skew_global_null","skew","group:trait","rotation",4,24,5000024,5053024,20,24,2,399,0.225,FALSE
"skew_global_null","skew","group","rotation",4,25,5000025,5051025,20,24,2,399,0.8675,FALSE
"skew_global_null","skew","trait","rotation",4,25,5000025,5052025,20,24,2,399,0.0225,TRUE
"skew_global_null","skew","group:trait","rotation",4,25,5000025,5053025,20,24,2,399,0.05,TRUE
"skew_global_null","skew","group","rotation",4,26,5000026,5051026,20,24,2,399,0.4,FALSE
"skew_global_null","skew","trait","rotation",4,26,5000026,5052026,20,24,2,399,0.55,FALSE
"skew_global_null","skew","group:trait","rotation",4,26,5000026,5053026,20,24,2,399,0.1925,FALSE
"skew_global_null","skew","group","rotation",4,27,5000027,5051027,20,24,2,399,0.97,FALSE
"skew_global_null","skew","trait","rotation",4,27,5000027,5052027,20,24,2,399,0.45,FALSE
"skew_global_null","skew","group:trait","rotation",4,27,5000027,5053027,20,24,2,399,0.7875,FALSE
"skew_global_null","skew","group","rotation",4,28,5000028,5051028,20,24,2,399,0.335,FALSE
"skew_global_null","skew","trait","rotation",4,28,5000028,5052028,20,24,2,399,0.405,FALSE
"skew_global_null","skew","group:trait","rotation",4,28,5000028,5053028,20,24,2,399,0.6775,FALSE
"skew_global_null","skew","group","rotation",4,29,5000029,5051029,20,24,2,399,0.8825,FALSE
"skew_global_null","skew","trait","rotation",4,29,5000029,5052029,20,24,2,399,0.5775,FALSE
"skew_global_null","skew","group:trait","rotation",4,29,5000029,5053029,20,24,2,399,0.2425,FALSE
"skew_global_null","skew","group","rotation",4,30,5000030,5051030,20,24,2,399,0.725,FALSE
"skew_global_null","skew","trait","rotation",4,30,5000030,5052030,20,24,2,399,0.425,FALSE
"skew_global_null","skew","group:trait","rotation",4,30,5000030,5053030,20,24,2,399,0.415,FALSE
"skew_global_null","skew","group","rotation",4,31,5000031,5051031,20,24,2,399,0.275,FALSE
"skew_global_null","skew","trait","rotation",4,31,5000031,5052031,20,24,2,399,0.3675,FALSE
"skew_global_null","skew","group:trait","rotation",4,31,5000031,5053031,20,24,2,399,0.5625,FALSE
"skew_global_null","skew","group","rotation",4,32,5000032,5051032,20,24,2,399,0.5875,FALSE
"skew_global_null","skew","trait","rotation",4,32,5000032,5052032,20,24,2,399,0.5825,FALSE
"skew_global_null","skew","group:trait","rotation",4,32,5000032,5053032,20,24,2,399,0.66,FALSE
"skew_global_null","skew","group","rotation",4,33,5000033,5051033,20,24,2,399,0.015,TRUE
"skew_global_null","skew","trait","rotation",4,33,5000033,5052033,20,24,2,399,0.975,FALSE
"skew_global_null","skew","group:trait","rotation",4,33,5000033,5053033,20,24,2,399,0.4,FALSE
"skew_global_null","skew","group","rotation",4,34,5000034,5051034,20,24,2,399,0.9925,FALSE
"skew_global_null","skew","trait","rotation",4,34,5000034,5052034,20,24,2,399,0.75,FALSE
"skew_global_null","skew","group:trait","rotation",4,34,5000034,5053034,20,24,2,399,0.9675,FALSE
"skew_global_null","skew","group","rotation",4,35,5000035,5051035,20,24,2,399,0.84,FALSE
"skew_global_null","skew","trait","rotation",4,35,5000035,5052035,20,24,2,399,0.2575,FALSE
"skew_global_null","skew","group:trait","rotation",4,35,5000035,5053035,20,24,2,399,0.175,FALSE
"skew_global_null","skew","group","rotation",4,36,5000036,5051036,20,24,2,399,0.4325,FALSE
"skew_global_null","skew","trait","rotation",4,36,5000036,5052036,20,24,2,399,0.7525,FALSE
"skew_global_null","skew","group:trait","rotation",4,36,5000036,5053036,20,24,2,399,0.4025,FALSE
"skew_global_null","skew","group","rotation",4,37,5000037,5051037,20,24,2,399,0.0375,TRUE
"skew_global_null","skew","trait","rotation",4,37,5000037,5052037,20,24,2,399,0.1175,FALSE
"skew_global_null","skew","group:trait","rotation",4,37,5000037,5053037,20,24,2,399,0.5475,FALSE
"skew_global_null","skew","group","rotation",4,38,5000038,5051038,20,24,2,399,0.0625,FALSE
"skew_global_null","skew","trait","rotation",4,38,5000038,5052038,20,24,2,399,0.6475,FALSE
"skew_global_null","skew","group:trait","rotation",4,38,5000038,5053038,20,24,2,399,0.9925,FALSE
"skew_global_null","skew","group","rotation",4,39,5000039,5051039,20,24,2,399,0.68,FALSE
"skew_global_null","skew","trait","rotation",4,39,5000039,5052039,20,24,2,399,0.9625,FALSE
"skew_global_null","skew","group:trait","rotation",4,39,5000039,5053039,20,24,2,399,0.5075,FALSE
"skew_global_null","skew","group","rotation",4,40,5000040,5051040,20,24,2,399,0.7225,FALSE
"skew_global_null","skew","trait","rotation",4,40,5000040,5052040,20,24,2,399,0.2175,FALSE
"skew_global_null","skew","group:trait","rotation",4,40,5000040,5053040,20,24,2,399,0.2,FALSE
"skew_global_null","skew","group","rotation",4,41,5000041,5051041,20,24,2,399,0.9275,FALSE
"skew_global_null","skew","trait","rotation",4,41,5000041,5052041,20,24,2,399,0.91,FALSE
"skew_global_null","skew","group:trait","rotation",4,41,5000041,5053041,20,24,2,399,0.725,FALSE
"skew_global_null","skew","group","rotation",4,42,5000042,5051042,20,24,2,399,0.63,FALSE
"skew_global_null","skew","trait","rotation",4,42,5000042,5052042,20,24,2,399,0.59,FALSE
"skew_global_null","skew","group:trait","rotation",4,42,5000042,5053042,20,24,2,399,0.9975,FALSE
"skew_global_null","skew","group","rotation",4,43,5000043,5051043,20,24,2,399,0.475,FALSE
"skew_global_null","skew","trait","rotation",4,43,5000043,5052043,20,24,2,399,0.7225,FALSE
"skew_global_null","skew","group:trait","rotation",4,43,5000043,5053043,20,24,2,399,0.455,FALSE
"skew_global_null","skew","group","rotation",4,44,5000044,5051044,20,24,2,399,0.955,FALSE
"skew_global_null","skew","trait","rotation",4,44,5000044,5052044,20,24,2,399,0.185,FALSE
"skew_global_null","skew","group:trait","rotation",4,44,5000044,5053044,20,24,2,399,0.62,FALSE
"skew_global_null","skew","group","rotation",4,45,5000045,5051045,20,24,2,399,0.9625,FALSE
"skew_global_null","skew","trait","rotation",4,45,5000045,5052045,20,24,2,399,0.9,FALSE
"skew_global_null","skew","group:trait","rotation",4,45,5000045,5053045,20,24,2,399,0.145,FALSE
"skew_global_null","skew","group","rotation",4,46,5000046,5051046,20,24,2,399,0.7575,FALSE
"skew_global_null","skew","trait","rotation",4,46,5000046,5052046,20,24,2,399,0.675,FALSE
"skew_global_null","skew","group:trait","rotation",4,46,5000046,5053046,20,24,2,399,0.8325,FALSE
"skew_global_null","skew","group","rotation",4,47,5000047,5051047,20,24,2,399,0.5225,FALSE
"skew_global_null","skew","trait","rotation",4,47,5000047,5052047,20,24,2,399,0.0625,FALSE
"skew_global_null","skew","group:trait","rotation",4,47,5000047,5053047,20,24,2,399,0.1525,FALSE
"skew_global_null","skew","group","rotation",4,48,5000048,5051048,20,24,2,399,0.07,FALSE
"skew_global_null","skew","trait","rotation",4,48,5000048,5052048,20,24,2,399,0.1775,FALSE
"skew_global_null","skew","group:trait","rotation",4,48,5000048,5053048,20,24,2,399,0.3575,FALSE
"skew_global_null","skew","group","rotation",4,49,5000049,5051049,20,24,2,399,0.395,FALSE
"skew_global_null","skew","trait","rotation",4,49,5000049,5052049,20,24,2,399,0.2125,FALSE
"skew_global_null","skew","group:trait","rotation",4,49,5000049,5053049,20,24,2,399,0.2475,FALSE
"skew_global_null","skew","group","rotation",4,50,5000050,5051050,20,24,2,399,0.5575,FALSE
"skew_global_null","skew","trait","rotation",4,50,5000050,5052050,20,24,2,399,0.34,FALSE
"skew_global_null","skew","group:trait","rotation",4,50,5000050,5053050,20,24,2,399,0.75,FALSE
"skew_global_null","skew","group","rotation",4,51,5000051,5051051,20,24,2,399,0.6125,FALSE
"skew_global_null","skew","trait","rotation",4,51,5000051,5052051,20,24,2,399,0.52,FALSE
"skew_global_null","skew","group:trait","rotation",4,51,5000051,5053051,20,24,2,399,0.2825,FALSE
"skew_global_null","skew","group","rotation",4,52,5000052,5051052,20,24,2,399,0.8725,FALSE
"skew_global_null","skew","trait","rotation",4,52,5000052,5052052,20,24,2,399,0.275,FALSE
"skew_global_null","skew","group:trait","rotation",4,52,5000052,5053052,20,24,2,399,0.26,FALSE
"skew_global_null","skew","group","rotation",4,53,5000053,5051053,20,24,2,399,0.9875,FALSE
"skew_global_null","skew","trait","rotation",4,53,5000053,5052053,20,24,2,399,0.7425,FALSE
"skew_global_null","skew","group:trait","rotation",4,53,5000053,5053053,20,24,2,399,1,FALSE
"skew_global_null","skew","group","rotation",4,54,5000054,5051054,20,24,2,399,0.5375,FALSE
"skew_global_null","skew","trait","rotation",4,54,5000054,5052054,20,24,2,399,0.9875,FALSE
"skew_global_null","skew","group:trait","rotation",4,54,5000054,5053054,20,24,2,399,0.77,FALSE
"skew_global_null","skew","group","rotation",4,55,5000055,5051055,20,24,2,399,0.1825,FALSE
"skew_global_null","skew","trait","rotation",4,55,5000055,5052055,20,24,2,399,0.7625,FALSE
"skew_global_null","skew","group:trait","rotation",4,55,5000055,5053055,20,24,2,399,0.7525,FALSE
"skew_global_null","skew","group","rotation",4,56,5000056,5051056,20,24,2,399,0.655,FALSE
"skew_global_null","skew","trait","rotation",4,56,5000056,5052056,20,24,2,399,0.57,FALSE
"skew_global_null","skew","group:trait","rotation",4,56,5000056,5053056,20,24,2,399,0.71,FALSE
"skew_global_null","skew","group","rotation",4,57,5000057,5051057,20,24,2,399,0.91,FALSE
"skew_global_null","skew","trait","rotation",4,57,5000057,5052057,20,24,2,399,0.69,FALSE
"skew_global_null","skew","group:trait","rotation",4,57,5000057,5053057,20,24,2,399,0.185,FALSE
"skew_global_null","skew","group","rotation",4,58,5000058,5051058,20,24,2,399,0.66,FALSE
"skew_global_null","skew","trait","rotation",4,58,5000058,5052058,20,24,2,399,0.025,TRUE
"skew_global_null","skew","group:trait","rotation",4,58,5000058,5053058,20,24,2,399,0.04,TRUE
"skew_global_null","skew","group","rotation",4,59,5000059,5051059,20,24,2,399,0.4075,FALSE
"skew_global_null","skew","trait","rotation",4,59,5000059,5052059,20,24,2,399,0.455,FALSE
"skew_global_null","skew","group:trait","rotation",4,59,5000059,5053059,20,24,2,399,0.1375,FALSE
"skew_global_null","skew","group","rotation",4,60,5000060,5051060,20,24,2,399,0.5075,FALSE
"skew_global_null","skew","trait","rotation",4,60,5000060,5052060,20,24,2,399,0.1725,FALSE
"skew_global_null","skew","group:trait","rotation",4,60,5000060,5053060,20,24,2,399,0.0325,TRUE
"skew_global_null","skew","group","rotation",4,61,5000061,5051061,20,24,2,399,0.2875,FALSE
"skew_global_null","skew","trait","rotation",4,61,5000061,5052061,20,24,2,399,0.5825,FALSE
"skew_global_null","skew","group:trait","rotation",4,61,5000061,5053061,20,24,2,399,0.8525,FALSE
"skew_global_null","skew","group","rotation",4,62,5000062,5051062,20,24,2,399,0.695,FALSE
"skew_global_null","skew","trait","rotation",4,62,5000062,5052062,20,24,2,399,0.0625,FALSE
"skew_global_null","skew","group:trait","rotation",4,62,5000062,5053062,20,24,2,399,0.9475,FALSE
"skew_global_null","skew","group","rotation",4,63,5000063,5051063,20,24,2,399,0.72,FALSE
"skew_global_null","skew","trait","rotation",4,63,5000063,5052063,20,24,2,399,0.6875,FALSE
"skew_global_null","skew","group:trait","rotation",4,63,5000063,5053063,20,24,2,399,0.71,FALSE
"skew_global_null","skew","group","rotation",4,64,5000064,5051064,20,24,2,399,0.4575,FALSE
"skew_global_null","skew","trait","rotation",4,64,5000064,5052064,20,24,2,399,0.94,FALSE
"skew_global_null","skew","group:trait","rotation",4,64,5000064,5053064,20,24,2,399,0.645,FALSE
"skew_global_null","skew","group","rotation",4,65,5000065,5051065,20,24,2,399,0.62,FALSE
"skew_global_null","skew","trait","rotation",4,65,5000065,5052065,20,24,2,399,0.28,FALSE
"skew_global_null","skew","group:trait","rotation",4,65,5000065,5053065,20,24,2,399,0.8525,FALSE
"skew_global_null","skew","group","rotation",4,66,5000066,5051066,20,24,2,399,0.83,FALSE
"skew_global_null","skew","trait","rotation",4,66,5000066,5052066,20,24,2,399,0.6325,FALSE
"skew_global_null","skew","group:trait","rotation",4,66,5000066,5053066,20,24,2,399,0.93,FALSE
"skew_global_null","skew","group","rotation",4,67,5000067,5051067,20,24,2,399,0.71,FALSE
"skew_global_null","skew","trait","rotation",4,67,5000067,5052067,20,24,2,399,0.64,FALSE
"skew_global_null","skew","group:trait","rotation",4,67,5000067,5053067,20,24,2,399,0.5975,FALSE
"skew_global_null","skew","group","rotation",4,68,5000068,5051068,20,24,2,399,0.0975,FALSE
"skew_global_null","skew","trait","rotation",4,68,5000068,5052068,20,24,2,399,0.7325,FALSE
"skew_global_null","skew","group:trait","rotation",4,68,5000068,5053068,20,24,2,399,0.75,FALSE
"skew_global_null","skew","group","rotation",4,69,5000069,5051069,20,24,2,399,0.4925,FALSE
"skew_global_null","skew","trait","rotation",4,69,5000069,5052069,20,24,2,399,0.0925,FALSE
"skew_global_null","skew","group:trait","rotation",4,69,5000069,5053069,20,24,2,399,0.16,FALSE
"skew_global_null","skew","group","rotation",4,70,5000070,5051070,20,24,2,399,0.4075,FALSE
"skew_global_null","skew","trait","rotation",4,70,5000070,5052070,20,24,2,399,0.0275,TRUE
"skew_global_null","skew","group:trait","rotation",4,70,5000070,5053070,20,24,2,399,0.0125,TRUE
"skew_global_null","skew","group","rotation",4,71,5000071,5051071,20,24,2,399,0.8775,FALSE
"skew_global_null","skew","trait","rotation",4,71,5000071,5052071,20,24,2,399,0.65,FALSE
"skew_global_null","skew","group:trait","rotation",4,71,5000071,5053071,20,24,2,399,0.5725,FALSE
"skew_global_null","skew","group","rotation",4,72,5000072,5051072,20,24,2,399,0.9625,FALSE
"skew_global_null","skew","trait","rotation",4,72,5000072,5052072,20,24,2,399,0.02,TRUE
"skew_global_null","skew","group:trait","rotation",4,72,5000072,5053072,20,24,2,399,0.125,FALSE
"skew_global_null","skew","group","rotation",4,73,5000073,5051073,20,24,2,399,0.37,FALSE
"skew_global_null","skew","trait","rotation",4,73,5000073,5052073,20,24,2,399,0.395,FALSE
"skew_global_null","skew","group:trait","rotation",4,73,5000073,5053073,20,24,2,399,0.4325,FALSE
"skew_global_null","skew","group","rotation",4,74,5000074,5051074,20,24,2,399,0.9125,FALSE
"skew_global_null","skew","trait","rotation",4,74,5000074,5052074,20,24,2,399,0.2075,FALSE
"skew_global_null","skew","group:trait","rotation",4,74,5000074,5053074,20,24,2,399,0.285,FALSE
"skew_global_null","skew","group","rotation",4,75,5000075,5051075,20,24,2,399,0.085,FALSE
"skew_global_null","skew","trait","rotation",4,75,5000075,5052075,20,24,2,399,0.1175,FALSE
"skew_global_null","skew","group:trait","rotation",4,75,5000075,5053075,20,24,2,399,0.3,FALSE
"skew_global_null","skew","group","rotation",4,76,5000076,5051076,20,24,2,399,0.0625,FALSE
"skew_global_null","skew","trait","rotation",4,76,5000076,5052076,20,24,2,399,0.7425,FALSE
"skew_global_null","skew","group:trait","rotation",4,76,5000076,5053076,20,24,2,399,0.5525,FALSE
"skew_global_null","skew","group","rotation",4,77,5000077,5051077,20,24,2,399,0.5825,FALSE
"skew_global_null","skew","trait","rotation",4,77,5000077,5052077,20,24,2,399,0.85,FALSE
"skew_global_null","skew","group:trait","rotation",4,77,5000077,5053077,20,24,2,399,0.66,FALSE
"skew_global_null","skew","group","rotation",4,78,5000078,5051078,20,24,2,399,0.415,FALSE
"skew_global_null","skew","trait","rotation",4,78,5000078,5052078,20,24,2,399,0.34,FALSE
"skew_global_null","skew","group:trait","rotation",4,78,5000078,5053078,20,24,2,399,0.575,FALSE
"skew_global_null","skew","group","rotation",4,79,5000079,5051079,20,24,2,399,0.375,FALSE
"skew_global_null","skew","trait","rotation",4,79,5000079,5052079,20,24,2,399,0.805,FALSE
"skew_global_null","skew","group:trait","rotation",4,79,5000079,5053079,20,24,2,399,0.4275,FALSE
"skew_global_null","skew","group","rotation",4,80,5000080,5051080,20,24,2,399,0.98,FALSE
"skew_global_null","skew","trait","rotation",4,80,5000080,5052080,20,24,2,399,0.6275,FALSE
"skew_global_null","skew","group:trait","rotation",4,80,5000080,5053080,20,24,2,399,0.5725,FALSE
"skew_global_null","skew","group","rotation",4,81,5000081,5051081,20,24,2,399,0.595,FALSE
"skew_global_null","skew","trait","rotation",4,81,5000081,5052081,20,24,2,399,0.5675,FALSE
"skew_global_null","skew","group:trait","rotation",4,81,5000081,5053081,20,24,2,399,0.2175,FALSE
"skew_global_null","skew","group","rotation",4,82,5000082,5051082,20,24,2,399,0.1625,FALSE
"skew_global_null","skew","trait","rotation",4,82,5000082,5052082,20,24,2,399,0.6025,FALSE
"skew_global_null","skew","group:trait","rotation",4,82,5000082,5053082,20,24,2,399,0.9575,FALSE
"skew_global_null","skew","group","rotation",4,83,5000083,5051083,20,24,2,399,0.4725,FALSE
"skew_global_null","skew","trait","rotation",4,83,5000083,5052083,20,24,2,399,0.6275,FALSE
"skew_global_null","skew","group:trait","rotation",4,83,5000083,5053083,20,24,2,399,0.8925,FALSE
"skew_global_null","skew","group","rotation",4,84,5000084,5051084,20,24,2,399,0.46,FALSE
"skew_global_null","skew","trait","rotation",4,84,5000084,5052084,20,24,2,399,0.7175,FALSE
"skew_global_null","skew","group:trait","rotation",4,84,5000084,5053084,20,24,2,399,0.55,FALSE
"skew_global_null","skew","group","rotation",4,85,5000085,5051085,20,24,2,399,0.985,FALSE
"skew_global_null","skew","trait","rotation",4,85,5000085,5052085,20,24,2,399,0.3825,FALSE
"skew_global_null","skew","group:trait","rotation",4,85,5000085,5053085,20,24,2,399,0.465,FALSE
"skew_global_null","skew","group","rotation",4,86,5000086,5051086,20,24,2,399,0.9375,FALSE
"skew_global_null","skew","trait","rotation",4,86,5000086,5052086,20,24,2,399,0.4625,FALSE
"skew_global_null","skew","group:trait","rotation",4,86,5000086,5053086,20,24,2,399,0.96,FALSE
"skew_global_null","skew","group","rotation",4,87,5000087,5051087,20,24,2,399,0.9675,FALSE
"skew_global_null","skew","trait","rotation",4,87,5000087,5052087,20,24,2,399,0.4,FALSE
"skew_global_null","skew","group:trait","rotation",4,87,5000087,5053087,20,24,2,399,0.4675,FALSE
"skew_global_null","skew","group","rotation",4,88,5000088,5051088,20,24,2,399,0.92,FALSE
"skew_global_null","skew","trait","rotation",4,88,5000088,5052088,20,24,2,399,0.8175,FALSE
"skew_global_null","skew","group:trait","rotation",4,88,5000088,5053088,20,24,2,399,0.705,FALSE
"skew_global_null","skew","group","rotation",4,89,5000089,5051089,20,24,2,399,0.9075,FALSE
